License Issue Date	License Number	Animal's Name	Species	Primary Breed	Secondary Breed	ZIP Code
August 12 2020	S145581	Hula Madx	Dog	Retriever, Golden		98109
August 12 2020	8020706	Olympia	Dog	Australian Shepherd, Miniature		98102
August 13 2020	8000030	Cleo	Dog	Shetland Sheepdog		98115
August 13 2020	8004881	Bella	Dog	Retriever, Golden		98115
August 13 2020	8020721	Korra	Dog	Siberian Husky		98121
August 13 2020	S121552	Cleo	Dog	Whippet		98115
August 13 2020	S112721	Esmerelda	Dog	Chihuahua, Short Coat	Mix	98103
August 13 2020	S142139	Maggie	Dog	Chihuahua, Short Coat	Terrier, Rat	98118
August 13 2020	S147252	Goldie	Dog	Retriever, Golden	Poodle, Standard	98199
August 13 2020	S146620	Zoe	Dog	Shetland Sheepdog	Poodle, Standard	98144
August 13 2020	8020732	Suki Gutiesherm	Dog	Pointer	Retriever, Labrador	98117
August 13 2020	8020733	Morgan	Dog	Terrier, American Staffordshire	Retriever, Labrador	98108
August 14 2020	S119535	Lily	Dog	Spaniel, American Cocker		98125
August 14 2020	8020741	Gale	Dog	Welsh Corgi, Pembroke		98105
August 14 2020	S119484	Bella	Dog	Terrier, Yorkshire	Terrier, Silky	98125
August 14 2020	S147614	Buffy	Dog	Griffon Vendeen, Petit Basset		98112
August 14 2020	575936	Polly	Dog	Border Collie	Mix	98118
August 14 2020	S120346	Roxie	Dog	Dachshund, Standard Long Haired	Spaniel, American Cocker	98133
August 14 2020	S117652	Josie	Dog	Terrier, West Highland White		98112
August 14 2020	8001227	Comey Roginski	Dog	Bernese Mountain Dog	Poodle, Standard	98118
August 14 2020	S118510	Bessie	Dog	Dachshund, Miniature Smooth Haired	Chihuahua, Short Coat	98177
August 14 2020	8020743	Jenny	Dog	Pointer, German Wirehaired		98115
August 14 2020	S111487	Brona	Dog	Poodle, Standard		98109
August 14 2020	8005379	Maggie	Dog	Spaniel, English Springer		98136
August 14 2020	S119428	Lilly	Dog	Retriever, Labrador	Hound	98115
August 14 2020	S154915	Belladonna	Dog	Chihuahua, Short Coat	Dachshund, Miniature Long Haired	98122
August 14 2020	8020745	Zoe	Dog	Papillon	Mix	98103
August 14 2020	S154431	Sassy	Dog	Terrier, Yorkshire		98199
August 14 2020	S136313	Verzy	Dog	Griffon, Wirehaired Pointing		98115
August 14 2020	S147451	Noodle	Dog	Terrier		98118
August 14 2020	S119950	Banana	Dog	Spaniel, American Cocker		98121
August 14 2020	S147751	Gigi	Dog	Retriever, Golden		98144
August 15 2020	S119539	Jasmine	Dog	Australian Shepherd		98117
August 15 2020	8000306	Xena	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98103
August 15 2020	731053	Belle	Dog	Welsh Corgi, Pembroke		98103
August 15 2020	8020759	Millie	Dog	Spaniel, Cavalier King Charles		98101
August 15 2020	8007131	Lyric	Dog	Italian Greyhound		98133
August 15 2020	8020763	Clove	Dog	Retriever, Labrador	Retriever, Labrador	98119
August 15 2020	S154433	Sadie	Dog	Chihuahua, Short Coat	Terrier	98199
August 15 2020	S137805	Rio Strickler	Dog	German Shepherd	Boxer	98103
August 15 2020	8020768	Keiko	Dog	Doberman Pinscher	Mix	98116
August 15 2020	8020772	Sadie	Dog	Poodle, Miniature	Retriever, Golden	98119
August 15 2020	8020774	Pika	Dog	Retriever, Labrador		98117
August 15 2020	S119452	Zoey	Dog	Boxer	Retriever, Labrador	98122
August 16 2020	8020778	Lucy Furr	Dog	Welsh Corgi, Pembroke		98116
August 16 2020	8020779	Luna	Dog	Belgian Malinois	Mix	98116
August 16 2020	S111532	Chula	Dog	Mix	Retriever, Labrador	98136
August 16 2020	8020784	Donovan	Dog	Australian Cattle Dog	Mix	98121
August 16 2020	586433	Annie	Dog	Poodle, Toy		98199
August 16 2020	8020785	Luna	Dog	Retriever, Labrador	Terrier, Pit Bull	98103
August 16 2020	S111180	Anja	Dog	Norwegian Elkhound		98116
August 16 2020	S144405	Maxine	Dog	Terrier, American Pit Bull		98125
August 16 2020	8020792	Pandy	Dog	Havanese	Mix	98118
August 16 2020	8000442	Ginger	Dog	Australian Cattle Dog	Mix	98108
August 17 2020	S120466	Ringo	Dog	Retriever, Labrador	Poodle, Standard	98118
August 17 2020	S100142	Hazel	Dog	Coonhound, Treeing Walker	Great Dane	98133
August 17 2020	8020809	Frida Pepper	Dog	Retriever, Labrador	Mix	98126
August 17 2020	729919	Lucie	Dog	Basset Hound	Beagle	98108
August 17 2020	8020817	Daisy	Dog	Terrier, American Staffordshire	Boxer	98107
August 17 2020	S120155	Lola	Dog	Border Collie	Australian Shepherd	98118
August 17 2020	S133270	Calisi	Dog	Chihuahua, Short Coat	Mix	98133
August 17 2020	8000400	Kit Sweeny	Dog	Boxer	Mix	98126
August 18 2020	586308	Alexiah	Dog	Retriever, Golden	Poodle, Standard	98117
August 18 2020	S121426	Mayzie	Dog	Bernese Mountain Dog		98115
August 18 2020	S101758	Luna	Dog	Portuguese Water Dog	Mix	98103
August 18 2020	78050	Scully	Dog	Basenji		98125
August 18 2020	8020828	Bella	Dog	Havanese	Terrier	98115
August 18 2020	442083	Tina	Dog	Chihuahua, Short Coat		98106
August 18 2020	8020831	Emma	Dog	Chihuahua, Short Coat	Mix	98106
August 18 2020	S120679	Tara	Dog	Terrier, Jack Russell		98115
August 18 2020	581502	Daisy	Dog	Terrier, West Highland White		98115
August 18 2020	S147296	Maddy	Dog	Terrier	Terrier, Soft Coated Wheaten	98102
August 18 2020	S117841	Molly	Dog	Beagle		98116
August 18 2020	S146217	Lulu	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98119
August 18 2020	S149058	Gidget	Dog	Terrier	Mix	98102
August 18 2020	S149062	Priscilla	Dog	Maltese		98108
August 18 2020	355423	Chelsea	Dog	Bulldog		98117
August 18 2020	S132732	Maddie	Dog	Poodle, Miniature	Retriever, Labrador	98136
August 18 2020	S133464	Rosie	Dog	Retriever	Spaniel	98112
August 18 2020	8020844	Gracie	Dog	Retriever, Golden	Poodle, Standard	98115
August 19 2020	8020847	Greta	Dog	Dachshund, Miniature Smooth Haired	Dachshund, Standard Long Haired	98104
August 19 2020	441704	Honey	Dog	Australian Shepherd	Mix	98118
August 19 2020	S147023	Bella	Dog	Australian Cattle Dog	Terrier, American Staffordshire	98144
August 19 2020	S119470	Kiki	Dog	American Eskimo		98116
August 19 2020	582722	Keeney	Dog	Spaniel, Cavalier King Charles	Poodle, Toy	98119
August 19 2020	8020849	Madeline	Dog	Siberian Husky		98177
August 19 2020	439528	Darby	Dog	Retriever, Labrador		98106
August 19 2020	8003869	Katana Crawdad Curry	Dog	Boxer	Mix	98103
August 19 2020	8020851	Luna	Dog	Australian Shepherd		98126
August 19 2020	8020858	Lily	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98109
August 19 2020	S145720	Anabeth	Dog	Doberman Pinscher	German Shepherd	98115
August 19 2020	8020859	Lucy	Dog	Siberian Husky	Collie, Smooth	98126
August 19 2020	8020860	Pearl	Dog	Terrier, Pit Bull	Mix	98118
August 19 2020	442760	Cali	Dog	Retriever, Labrador		98106
August 19 2020	442713	Abby	Dog	Retriever, Labrador		98106
August 19 2020	586463	Gemma	Dog	Boxer		98146
August 19 2020	S145908	Princess Coco	Dog	Chihuahua, Short Coat		98107
August 19 2020	S147163	Ivy	Dog	Retriever, Labrador		98102
August 19 2020	S146206	Sprinkles	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98133
August 20 2020	8000515	Mora	Dog	Catahoula Leopard dog	Mix	98117
August 20 2020	8020880	Mia	Dog	Dalmatian	Poodle, Standard	98115
August 20 2020	443351	Anana	Dog	Alaskan Malamute		98101
August 20 2020	S145983	Rhea Nael Erickson Stirn	Dog	German Shepherd		98133
August 20 2020	8020897	Stella	Dog	Alaskan Malamute		98177
August 20 2020	8020898	LOLLY	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98103
August 20 2020	S101298	Shadow	Dog	Retriever, Labrador		98115
August 20 2020	8020901	Arabella	Dog	Braque Francais Pyrenees	Mix	98112
August 20 2020	8020903	Mochi	Dog	Maltese	Poodle, Toy	98108
August 20 2020	S147418	Freddie	Dog	Pug		98144
August 20 2020	8020906	ChooChoo	Dog	Terrier, Tibetan		98136
August 20 2020	S143584	Chiweenie	Dog	Chihuahua, Short Coat	Dachshund, Miniature Smooth Haired	98105
August 21 2020	8020910	Zoey	Dog	Coton de Tulear		98109
August 21 2020	8020911	Aspen	Dog	German Shepherd	Siberian Husky	98106
August 21 2020	S120497	Beatrix	Dog	Shepherd		98106
August 21 2020	8020920	Zara	Dog	Saluki	German Shepherd	98102
August 21 2020	S145934	Jewel	Dog	Bulldog, French		98118
August 21 2020	S101735	Hazel	Dog	Pug	Mix	98117
August 21 2020	8000491	Bella	Dog	Australian Shepherd		98199
August 21 2020	S154435	Echo	Dog	Siberian Husky		98103
August 21 2020	574715	Coco	Dog	Dachshund, Standard Smooth Haired	Chihuahua, Short Coat	98106
August 21 2020	579531	Phoebe	Dog	Shih Tzu		98116
August 21 2020	584682	Freya	Dog	Retriever, Labrador		98121
August 21 2020	8020927	Ahsoka	Dog	Shepherd	Mix	98122
August 21 2020	8020928	Birdie	Dog	Terrier	Mix	98109
August 21 2020	582412	Chama	Dog	Chihuahua, Short Coat	Terrier	98133
August 21 2020	S132648	Tiny Tim	Dog	Lhasa Apso		98125
August 21 2020	8020937	Ghost	Dog	Border Collie	Mix	98117
August 21 2020	S120425	Pecan	Dog	Terrier, Jack Russell	Dachshund, Standard Smooth Haired	98107
August 21 2020	733157	Ruby	Dog	Retriever, Labrador	Pointer	98102
August 21 2020	445384	Rosie	Dog	Terrier, Yorkshire	Mix	98117
August 21 2020	581482	Mya	Dog	Retriever, Labrador	Mix	98106
August 21 2020	442008	Winifred	Dog	Basset Hound	Retriever, Labrador	98107
August 22 2020	437495	Zoe	Dog	Chihuahua, Short Coat	Mix	98109
August 22 2020	8020948	Emmy	Dog	Miniature Pinscher		98199
August 22 2020	S117795	Sadie	Dog	Australian Cattle Dog	Retriever	98117
August 22 2020	8020953	Mini	Dog	Japanese Spitz	Mix	98119
August 22 2020	8020954	Jali	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98144
August 22 2020	8000229	Lucy	Dog	Retriever, Golden	Poodle, Standard	98117
August 22 2020	8020955	Bori	Dog	Beagle	Korean Jindo	98121
August 22 2020	S134990	Conway	Dog	Retriever, Golden		98117
August 22 2020	8013516	Emma	Dog	Terrier	Retriever, Labrador	98115
August 23 2020	8020963	Indie	Dog	Dachshund, Miniature Long Haired	Pomeranian	98125
August 23 2020	8020964	Monroe	Dog	Retriever, Labrador	Poodle, Standard	98125
August 23 2020	8020965	Tessa	Dog	Retriever, Labrador	Poodle, Standard	98125
August 23 2020	438105	Shakura	Dog	Chihuahua, Short Coat		98122
August 23 2020	S145597	Jovie	Dog	Terrier, American Staffordshire	Mix	98108
August 23 2020	8001122	Crow	Dog	Australian Cattle Dog		98105
August 23 2020	8020970	Chula	Dog	Retriever, Labrador	Mix	98117
August 23 2020	82653	Bridget	Dog	Terrier, Scottish		98103
August 23 2020	8020973	Yodeleigh	Dog	Newfoundland		98115
August 23 2020	8020978	Sophie	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98108
August 23 2020	S118565	Erynn	Dog	Retriever, Golden		98117
August 23 2020	8020979	Prince	Dog	Retriever	Poodle, Toy	98122
August 23 2020	S147541	Freya	Dog	Old English Sheepdog		98116
August 23 2020	8001120	Zula	Dog	Alaskan Husky	German Shepherd	98199
August 24 2020	8020984	Sophie	Dog	Border Collie	Retriever, Golden	98103
August 24 2020	443343	Georgia	Dog	Boxer		98115
August 24 2020	S117873	Moti Harvey	Dog	Retriever, Labrador		98146
August 24 2020	S146213	Lindy	Dog	Shih Tzu		98122
August 24 2020	8020991	Birdie	Dog	Terrier	Mix	98102
August 24 2020	S147711	Jolina	Dog	Retriever, Labrador	Weimaraner	98133
August 24 2020	443253	Zoe	Dog	German Shepherd		98106
August 24 2020	8020995	Tulip	Dog	Havanese	Mix	98125
August 24 2020	S145589	Kona	Dog	Hound	Mix	98117
August 24 2020	582735	Surti	Dog	Poodle, Miniature		98125
August 24 2020	8021001	Mika	Dog	Mixed Breed, Small (under 24 lbs fully grown)	Mix	98125
August 24 2020	S145489	Cocoa	Dog	McNab Herding Dog		98118
August 24 2020	8021003	Lambie	Dog	Retriever, Golden	Poodle, Standard	98105
August 24 2020	S129957	Peach	Dog	Border Collie	Mix	98121
August 24 2020	443054	Livia	Dog	Chihuahua, Long Coat		98118
August 24 2020	S116599	Emma	Dog	Retriever, Labrador	Poodle, Standard	98119
August 24 2020	S124636	Samba	Dog	Siberian Husky	Retriever, Labrador	98117
August 24 2020	8021014	Zoe	Dog	Retriever	Mix	98118
August 24 2020	8021016	Ripley	Dog	Mix	Mix	98115
August 25 2020	8021025	Jillian	Dog	Retriever, Nova Scotia Duck Tolling		98119
August 25 2020	S100452	Niseko	Dog	Akita		98116
August 25 2020	S149067	Chica	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98125
August 25 2020	8021033	Junot	Dog	Terrier, American Pit Bull	Border Collie	98122
August 25 2020	586767	Rosie Maria	Dog	Chihuahua, Short Coat	Mix	98108
August 25 2020	S118029	Sweetie	Dog	Beagle	Mix	98116
August 25 2020	8021040	Zia	Dog	Korean Jindo		98116
August 25 2020	S144978	Sophie	Dog	Retriever, Golden	Mix	98117
August 25 2020	S147553	Mabel	Dog	Pug		98108
August 26 2020	8021061	Fergus	Dog	Terrier, Cairn		98103
August 26 2020	S145073	Mercedes	Dog	Terrier, American Pit Bull	Mix	98117
August 26 2020	8021067	Winnie	Dog	Retriever, Labrador	Mix	98116
August 26 2020	8021069	Sophie	Dog	Pomeranian		98122
August 26 2020	8021070	Belle	Dog	Pomeranian		98122
August 26 2020	S145076	Sugar	Dog	Terrier	Mix	98112
August 26 2020	S145081	Mona Lisa	Dog	Papillon	Chihuahua, Long Coat	98034
August 26 2020	S154442	Iris	Dog	Terrier, Jack Russell	Mix	98125
August 26 2020	8021076	Emmy	Dog	Siberian Husky	German Shepherd	98115
August 26 2020	8021077	Bela Jules Carousel	Dog	Vizsla, Wire Haired		98119
August 27 2020	8000208	Sadie Ramona	Dog	Retriever, Labrador	Mix	98118
August 27 2020	S147315	Trillie	Dog	Retriever		98109
August 27 2020	8021085	Lucy	Dog	Siberian Husky	Mix	98103
August 27 2020	281315	Pepper	Dog	Pomeranian		98133
August 27 2020	441733	Aria	Dog	Retriever, Labrador	Australian Shepherd	98126
August 27 2020	S145519	Desert	Dog	Dachshund, Standard Smooth Haired	Chihuahua, Short Coat	98126
August 27 2020	S108351	Angel	Dog	Retriever, Golden		98199
August 27 2020	586175	Chelsea	Dog	Retriever, Labrador	Poodle, Miniature	98199
August 27 2020	586232	Lula	Dog	Retriever, Labrador		98133
August 27 2020	8000265	Sugi	Dog	Australian Shepherd	Poodle, Miniature	98117
August 27 2020	S120580	Angie	Dog	Poodle, Miniature	Mix	98103
August 27 2020	8021093	Gracie Mae	Dog	Poodle, Miniature		98104
August 27 2020	586401	Juliet	Dog	Miniature Pinscher		98146
August 27 2020	8021111	Sunny	Dog	Retriever, Golden	Poodle, Standard	98122
August 28 2020	583492	Scout	Dog	Retriever, Labrador	Terrier, American Pit Bull	98115
August 28 2020	8021117	Libby	Dog	Greyhound	Mix	98102
August 28 2020	S154444	Lucy	Dog	Retriever, Labrador	Border Collie	98119
August 28 2020	S154446	Emma	Dog	Retriever, Golden		98115
August 28 2020	S147265	Ellie	Dog	Retriever, Golden		98112
August 28 2020	8000066	Cedar	Dog	German Shepherd	Mix	98107
August 28 2020	S140339	Maggie Mae	Dog	Mix	Terrier, Boston	98126
August 28 2020	8021130	Artemis	Dog	Spaniel, Cavalier King Charles		98260
August 28 2020	S118831	Selah	Dog	Australian Shepherd	Mix	98117
August 28 2020	S147322	Willa	Dog	Terrier, Rat	Miniature Pinscher	98103
August 28 2020	8000408	Lola	Dog	Mixed Breed, Large (over 44 lbs fully grown)	Mix	98136
August 29 2020	S117724	Tali	Dog	Retriever, Golden	Poodle, Miniature	98199
August 29 2020	8001307	Nika	Dog	Shepherd	Mix	98106
August 29 2020	S154452	Millie	Dog	Retriever, Labrador	Mix	98115
August 30 2020	8006019	Chloe	Dog	Australian Shepherd		98109
August 30 2020	8021167	Little T	Dog	Shih Tzu	Maltese	98178
August 30 2020	8021174	Josie	Dog	Hound	Mix	98144
August 30 2020	S111932	Olive	Dog	Retriever, Labrador		98107
August 30 2020	8021178	Isobel	Dog	Anatolian Shepherd	Mix	98118
August 30 2020	566076	Shirley	Dog	Retriever, Labrador		98106
August 30 2020	8021183	Lilly	Dog	American Eskimo	Pomeranian	98112
August 30 2020	S147805	Misty	Dog	Retriever, Labrador	Greyhound	98117
August 30 2020	S141811	Dau Dau	Dog	Tibetan Mastiff		98125
August 31 2020	8020107	Picabo	Dog	Shih Tzu		98112
August 31 2020	583585	Miley	Dog	Retriever, Labrador		98116
August 31 2020	8021195	Brandy	Dog	Australian Cattle Dog	Mix	98116
August 31 2020	8021205	Bella	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98119
August 31 2020	8021215	Melee	Dog	Chinese Shar-Pei		98103
August 31 2020	8021217	Sara	Dog	Greyhound		98133
September 01 2020	8021223	Yara SunCleod	Dog	Shepherd	Mix	98122
September 01 2020	8021229	Nala	Dog	Boxer	Mix	98116
September 01 2020	8021231	Jojo DuBuque	Dog	Dachshund, Standard Wire Haired	Terrier	98126
September 01 2020	S149075	Bella	Dog	Bulldog, English	Mix	98133
September 01 2020	586497	Madeline	Dog	Greyhound		98112
September 01 2020	S118432	Hildy	Dog	Dachshund, Miniature Smooth Haired	Mix	98136
September 01 2020	S101539	Kimchie	Dog	Korean Jindo	Mix	98178
September 01 2020	583501	Macy	Dog	Vizsla, Smooth Haired		98105
September 01 2020	581685	Luna	Dog	Retriever, Labrador		98106
September 01 2020	8021243	Juno	Dog	Australian Shepherd		98103
September 01 2020	8021245	Ruby Rocket	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98136
September 01 2020	S119943	Katheryn	Dog	Greyhound		98125
September 01 2020	586094	Luna	Dog	Australian Cattle Dog		98178
September 01 2020	8021254	Addie	Dog	Australian Shepherd	Mix	98115
September 01 2020	8021255	Lucy	Dog	Belgian Tervuren		98119
September 02 2020	8000994	Chloe	Dog	Doberman Pinscher	Australian Cattle Dog	98106
September 02 2020	S126194	Mabel	Dog	Terrier		98117
September 02 2020	S149081	Lula	Dog	Dutch Shepherd		98109
September 02 2020	8008161	Stella	Dog	Australian Cattle Dog		98103
September 02 2020	S154932	Katie May	Dog	Terrier, Fox, Wire		98144
September 02 2020	S147894	Bailey	Dog	Havanese	Terrier	98115
September 02 2020	S120120	Ponce'	Dog	Mix	Mix	98177
September 02 2020	8021273	Saeber	Dog	Pomeranian		98106
September 03 2020	8003684	Zoe	Dog	Retriever, Golden		98103
September 03 2020	8021281	Rosemary	Dog	Terrier, American Staffordshire	Mix	98126
September 03 2020	8021288	Myra	Dog	Collie, Smooth	Mix	98112
September 03 2020	8021289	Carol	Dog	Chihuahua, Short Coat	Terrier, Rat	98106
September 03 2020	S120964	Penta	Dog	Keeshond	Retriever, Golden	98136
September 03 2020	8000117	Molly	Dog	Retriever, Labrador	Retriever, Golden	98102
September 03 2020	S154938	PolkaDot	Dog	Boxer		98115
September 03 2020	8021294	Mabel	Dog	Mix	Mix	98117
September 04 2020	8021310	Olivia	Dog	Akita	Mix	98125
September 04 2020	8021313	Raven	Dog	Terrier, American Pit Bull	Retriever, Labrador	98126
September 04 2020	S154455	Peach	Dog	Terrier	Mix	98116
September 04 2020	S118830	Frankie	Dog	Dachshund, Miniature Smooth Haired		98112
September 04 2020	8021321	Kana	Dog	Welsh Corgi, Pembroke		98118
September 04 2020	583620	Ellie	Dog	Retriever, Labrador	German Shepherd	98108
September 04 2020	8021325	Mollie	Dog	Mix	Mix	98108
September 04 2020	S131829	Bessie	Dog	Basset Hound	Mix	98103
September 05 2020	8021330	Gizmo	Dog	Terrier, American Staffordshire	Pug	98133
September 05 2020	S104512	Zella	Dog	Weimaraner		98105
September 05 2020	586683	Tali	Dog	Retriever, Golden		98115
September 05 2020	8005295	Juliette	Dog	Terrier, Pit Bull		98103
September 05 2020	727388	Nikki	Dog	Spaniel, Cavalier King Charles		98199
September 05 2020	8000211	Cleo	Dog	Chihuahua, Short Coat	Mix	98126
September 05 2020	8021346	Ginger	Dog	Shih Tzu	Mix	98116
September 05 2020	S129671	Leela	Dog	Retriever, Labrador		98105
September 05 2020	727084	Raina	Dog	Terrier, Boston		98108
September 05 2020	S149104	Alice	Dog	Terrier, Pit Bull	Mix	98117
September 05 2020	728581	Lulu	Dog	Terrier, Yorkshire		98102
September 05 2020	S121963	Pal	Dog	Mixed Breed, Medium (up to 44 lbs fully grown)	Mix	98107
September 05 2020	8021352	Stella	Dog	Cur, Black-Mouth	Mix	98144
September 05 2020	8001312	Coco	Dog	Pointer, German Shorthaired		98199
September 05 2020	732804	Ginger	Dog	Chihuahua, Short Coat	Mix	98116
September 05 2020	730852	Akira	Dog	Shiba Inu		98108
September 05 2020	S145997	Madeline	Dog	Alaskan Malamute	Mix	98199
September 05 2020	730760	Storm	Dog	Australian Cattle Dog	Mix	98116
September 05 2020	728310	Dora	Dog	Australian Cattle Dog		98117
September 05 2020	8001022	Meiyo	Dog	Retriever, Labrador	Retriever, Labrador	98108
September 05 2020	8021359	Mavis	Dog	Mixed Breed, Small (under 24 lbs fully grown)	Mix	98116
September 05 2020	729701	Kira	Dog	Australian Cattle Dog		98115
September 05 2020	8021362	Cali	Dog	Terrier, American Pit Bull	Terrier, English Staffordshire	98133
September 05 2020	8021363	Rosalia	Dog	Shepherd	Mix	98108
September 05 2020	728475	Annie	Dog	Shiba Inu	Terrier	98106
September 06 2020	8021366	Kairi	Dog	Chihuahua, Short Coat	Welsh Corgi, Cardigan	98122
September 06 2020	727611	Belle	Dog	Terrier, American Pit Bull		98116
September 06 2020	8021370	Gloria	Dog	Retriever, Labrador		98112
September 06 2020	8021373	Ryah	Dog	Foxhound, American	Mix	98108
September 06 2020	584229	Betty	Dog	Terrier	Mix	98109
September 06 2020	S122428	Sophia	Dog	Retriever, Labrador	Shepherd	98115
September 06 2020	728439	Josie	Dog	Retriever, Labrador	Poodle, Standard	98116
September 06 2020	728458	Tula	Dog	Chinook	Greyhound	98115
September 06 2020	729118	Valentine	Dog	Poodle, Miniature	Spaniel, American Cocker	98112
September 06 2020	8021380	Darcy	Dog	Great Pyrenees	Mix	98106
September 06 2020	S121317	Liz Lemon	Dog	Retriever, Flat-Coated		98115
September 06 2020	727798	Tessa	Dog	Australian Shepherd	Mix	98109
September 06 2020	8021385	Fiona Poppy	Dog	Terrier, Cairn		98119
September 06 2020	725052	Coco	Dog	Spaniel, American Cocker		98125
September 06 2020	730845	Olive	Dog	German Shepherd	Rottweiler	98103
September 06 2020	729867	Stella	Dog	Retriever, Labrador	Mix	98115
September 06 2020	8000661	Maggie	Dog	Retriever, Labrador		98117
September 07 2020	8000523	Molly	Dog	Poodle, Standard		98144
